"id","soiltype","taxgrsc","x","y","uhdicm_a","lhdicm_a","sndmht_a","sltmht_a","clymht_a","uhdicm_b","lhdicm_b","sndmht_b","sltmht_b","clymht_b","uhdicm_c","lhdicm_c","sndmht_c","sltmht_c","clymht_c","uhdicm_d","lhdicm_d","sndmht_d","sltmht_d","clymht_d","uhdicm_e","lhdicm_e","sndmht_e","sltmht_e","clymht_e"
"id3488",NA,NA,569632.636651141,5714023.62352489,0,10,12.5,25,25,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx037",NA,NA,569633.601030782,5710577.0120467,0,10,7.5,15,15,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0146",NA,NA,569635.617820703,5712295.31980578,0,10,20,40,40,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id1877","D","Pelosol",569644.552593887,5706277.74371788,0,10,20,40,40,10,30,7.8125,26.5625,34.375,30,50,7.8125,26.5625,34.375,50,70,7.8125,26.5625,34.375,70,90,7.8125,26.5625,34.375
"idx038",NA,NA,569653.588558818,5710127.19310733,0,10,12.5,25,25,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0147","L","Parabraunerde",569654.544121918,5705833.92243714,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"idx039",NA,NA,569666.598521432,5711602.59862029,0,10,7.8125,32.8125,25,10,30,16.6,33.2,33.2,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id3315",NA,NA,569670.609341584,5712818.10885805,0,10,18.8,37.6,37.6,10,30,7.8125,26.5625,34.375,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx040",NA,NA,569671.596948702,5711641.58287241,0,10,12.5,25,25,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2856",NA,NA,569672.588104778,5710813.91631615,0,10,20,40,40,10,30,20,40,40,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2857",NA,NA,569679.589216458,5711192.76363139,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id3316",NA,NA,569683.588446669,5711271.73178396,0,10,20,40,40,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1878",NA,NA,569687.583954646,5710985.84693305,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx041",NA,NA,569690.606571312,5713321.90567291,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1879",NA,NA,569693.569870118,5709837.30961449,0,10,6.5,76.5,23.5,10,30,6.11,71.91,22.09,30,50,11.5,76.5,14.5,50,70,11.5,76.5,14.5,70,90,11.5,76.5,14.5
"idx042",NA,NA,569693.577217396,5710557.01965746,0,10,7.5,15,15,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0148",NA,NA,569695.575787877,5710494.04501446,0,10,16.5,66.5,21,10,30,6.5,76.5,23.5,30,50,16.5,66.5,21,50,70,12.5,52.5,40,70,90,12.5,52.5,40
"id1880",NA,NA,569695.605683227,5713428.86252594,0,10,20,40,40,10,30,20,40,40,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1881",NA,NA,569704.593466084,5712577.20560824,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2858",NA,NA,569708.565789889,5710015.23782817,0,10,18.8,37.6,37.6,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3317",NA,NA,569713.58240941,5711839.50277425,0,10,18.8,37.6,37.6,10,30,7.8125,26.5625,34.375,30,50,7.8125,26.5625,34.375,50,70,7.8125,26.5625,34.375,70,90,7.8125,26.5625,34.375
"id3319",NA,NA,569714.576612016,5711308.71663348,0,10,20,40,40,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3318",NA,NA,569714.594253906,5713043.01781695,0,10,11.75,39.95,51.7,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx043",NA,NA,569727.565681491,5710737.94650753,0,10,12.5,25,25,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1882",NA,NA,569727.599405045,5714056.60923786,0,10,18.8,37.6,37.6,10,30,7.5,15,15,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0149","K","Kolluvisol",569730.514671407,5705856.9129338,0,10,16.5,66.5,21,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,20,40,40,70,90,20,40,40
"id1883",NA,NA,569734.553867535,5709848.30490797,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id0150","Q","Regosol",569736.515273459,5706144.79694472,0,10,18.8,37.6,37.6,10,30,12.5,25,25,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id2859",NA,NA,569737.571494493,5711696.56016854,0,10,10.375,35.275,45.65,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0151",NA,NA,569741.55305011,5710038.22833714,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id0152",NA,NA,569746.585557227,5713431.8608109,0,10,20,40,40,10,30,20,40,40,30,50,18.8,37.6,37.6,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2860",NA,NA,569747.565724905,5711516.63258757,0,10,20,40,40,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3320",NA,NA,569757.560992573,5711438.66392368,0,10,20,40,40,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2861",NA,NA,569761.553335476,5710839.90516658,0,10,20,40,40,10,30,20,40,40,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3321",NA,NA,569765.550339328,5710699.96152714,0,10,18.8,37.6,37.6,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1884",NA,NA,569767.580809265,5713782.7192013,0,10,18.8,37.6,37.6,10,30,18.8,37.6,37.6,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0153",NA,NA,569769.558536284,5711662.57359572,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id1885","S","Pseudogley",569770.498301407,5705783.94220265,0,10,19,69,14.5,10,30,19,69,14.5,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id3490",NA,NA,569773.559808131,5711943.46036954,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx044",NA,NA,569773.56896543,5712847.09620859,0,10,16.6,33.2,33.2,10,30,12.5,42.5,55,30,50,10.375,35.275,45.65,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3322",NA,NA,569775.560174681,5712057.41443006,0,10,18.8,37.6,37.6,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0154",NA,NA,569785.538734772,5710332.10960969,0,10,18.8,37.6,37.6,10,30,18.8,37.6,37.6,30,50,18.8,37.6,37.6,50,70,18.8,37.6,37.6,70,90,18.8,37.6,37.6
"idx045",NA,NA,569786.568939437,5713351.89264264,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0155",NA,NA,569789.556880243,5712277.32568271,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id1886",NA,NA,569792.543605386,5711083.80664165,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2862",NA,NA,569792.545905454,5711310.71520016,0,10,11.75,39.95,51.7,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx046",NA,NA,569794.566586441,5713431.86033401,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx047",NA,NA,569795.564685582,5713282.92035195,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1887",NA,NA,569800.564922136,5713501.83207292,0,10,20,40,40,10,30,20,40,40,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0156",NA,NA,569808.529677841,5710331.10984739,0,10,18.8,37.6,37.6,10,30,18.8,37.6,37.6,30,50,18.8,37.6,37.6,50,70,18.8,37.6,37.6,70,90,18.8,37.6,37.6
"id1888",NA,NA,569810.543003367,5711724.54827608,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2863",NA,NA,569810.544146314,5711837.50275363,0,10,11.75,39.95,51.7,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx048",NA,NA,569812.559421936,5713426.86216961,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx049",NA,NA,569820.562775119,5714072.60181564,0,10,12.5,25,25,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1889",NA,NA,569822.550918967,5712976.04377485,0,10,12.5,42.5,55,10,30,11.75,39.95,51.7,30,50,11.75,39.95,51.7,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3323",NA,NA,569828.547197199,5712842.0977052,0,10,18.8,37.6,37.6,10,30,7.8125,26.5625,34.375,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3324",NA,NA,569833.530380717,5711372.68989251,0,10,20,40,40,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0157",NA,NA,569836.522426707,5710702.95978564,0,10,16.5,66.5,21,10,30,6.5,76.5,23.5,30,50,16.5,66.5,21,50,70,12.5,52.5,40,70,90,12.5,52.5,40
"id1890",NA,NA,569844.520450494,5710818.91299341,0,10,18.8,37.6,37.6,10,30,18.8,37.6,37.6,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0158",NA,NA,569848.530970713,5712016.43031261,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1892",NA,NA,569851.519028292,5710950.859761,0,10,20,40,40,10,30,20,40,40,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1891",NA,NA,569851.535000934,5712533.22198735,0,10,20,40,40,10,30,11.75,39.95,51.7,30,50,11.75,39.95,51.7,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1893",NA,NA,569856.526555243,5711891.48060543,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0159",NA,NA,569863.544707895,5713967.64367316,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id1894",NA,NA,569864.536062652,5713147.97407112,0,10,12.5,42.5,55,10,30,7.8125,26.5625,34.375,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3491",NA,NA,569864.537059076,5713246.93418106,0,10,16.6,33.2,33.2,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0160",NA,NA,569866.542053162,5713821.70247197,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"idx050",NA,NA,569868.543333325,5714027.61944413,0,10,12.5,25,25,10,30,18.8,37.6,37.6,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3325",NA,NA,569872.522049992,5712070.40834702,0,10,20,40,40,10,30,12.5,25,25,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3326",NA,NA,569873.525452208,5712447.25643779,0,10,18.8,37.6,37.6,10,30,7.8125,26.5625,34.375,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0161",NA,NA,569881.503828875,5710614.99490243,0,10,19,69,14.5,10,30,19,69,14.5,30,50,19,69,14.5,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id3327",NA,NA,569886.52032209,5712447.25632001,0,10,18.8,37.6,37.6,10,30,7.8125,26.5625,34.375,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1895",NA,NA,569903.496762868,5710772.93107845,0,10,18.8,37.6,37.6,10,30,18.8,37.6,37.6,30,50,18.8,37.6,37.6,50,70,16.6,33.2,33.2,70,90,16.6,33.2,33.2
"id1896","Z","Pararendzina",569904.447686499,5705953.87330243,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,16.6,33.2,33.2,50,70,16.6,33.2,33.2,70,90,16.6,33.2,33.2
"id3492",NA,NA,569914.499886872,5711513.63242161,0,10,17.1875,26.5625,18.75,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0162",NA,NA,569918.497908554,5711473.64850644,0,10,16.5,66.5,21,10,30,20,40,40,30,50,20,40,40,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0163",NA,NA,569921.512050053,5712999.03356289,0,10,20,40,40,10,30,25.85,39.95,28.2,30,50,18.8,37.6,37.6,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx051",NA,NA,569930.497217413,5711875.48641895,0,10,16.6,33.2,33.2,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2864",NA,NA,569940.494288068,5711976.44563326,0,10,11.75,39.95,51.7,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1897",NA,NA,569944.504769149,5713178.96080342,0,10,12.5,42.5,55,10,30,11.75,39.95,51.7,30,50,11.75,39.95,51.7,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2865",NA,NA,569945.496818733,5712425.26465116,0,10,11.75,39.95,51.7,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3493",NA,NA,569949.498226441,5712723.14452309,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx052",NA,NA,569950.512055586,5714143.5718351,0,10,17.1875,26.5625,18.75,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1898",NA,NA,569953.488640352,5711924.46647609,0,10,18.8,37.6,37.6,10,30,25.85,39.95,28.2,30,50,16.6,33.2,33.2,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1899","D","Pelosol",569956.535206921,5716699.54115695,0,10,18.8,37.6,37.6,10,30,7.8125,26.5625,34.375,30,50,7.8125,26.5625,34.375,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id3494",NA,NA,569958.485175282,5711775.5264781,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3495",NA,NA,569962.482094954,5711625.5868923,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3496",NA,NA,569967.490349555,5712646.17538745,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2866",NA,NA,569978.476329731,5711679.56499701,0,10,20,40,40,10,30,16.5,66.5,21,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1900",NA,NA,569979.490591919,5713143.97456962,0,10,12.5,42.5,55,10,30,11.75,39.95,51.7,30,50,11.75,39.95,51.7,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2867","Z","Pararendzina",569982.419844212,5706214.76789057,0,10,18.8,37.6,37.6,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1901",NA,NA,569985.464978206,5710821.91071109,0,10,18.8,37.6,37.6,10,30,18.8,37.6,37.6,30,50,18.8,37.6,37.6,50,70,16.6,33.2,33.2,70,90,16.6,33.2,33.2
"id0164","Z","Pararendzina",569987.523659445,5716776.50971923,0,10,27.5,42.5,30,10,30,17.1875,26.5625,18.75,30,50,12.5,25,25,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2868",NA,NA,569995.476728432,5712389.27870821,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id1902","D","Pelosol",569998.517380774,5716584.58697599,0,10,18.8,37.6,37.6,10,30,7.8125,26.5625,34.375,30,50,7.8125,26.5625,34.375,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id1903","Z","Pararendzina",570003.410298199,5706081.82140397,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,16.6,33.2,33.2,50,70,16.6,33.2,33.2,70,90,16.6,33.2,33.2
"id1904","Q","Regosol",570008.405909105,5705839.918892,0,10,20,40,40,10,30,12.5,25,25,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id1905","D","Pelosol",570012.403934122,5705798.93539871,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id2870",NA,NA,570017.482836998,5713871.68076525,0,10,18.8,37.6,37.6,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2869","Z","Pararendzina",570017.512317672,5716834.48594977,0,10,18.8,37.6,37.6,10,30,7.8125,26.5625,34.375,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id3497",NA,NA,570029.455259406,5711582.60366511,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2871",NA,NA,570032.4686182,5713040.01597657,0,10,18.8,37.6,37.6,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx053",NA,NA,570037.4604349,5712417.26704392,0,10,16.6,33.2,33.2,10,30,7.8125,26.5625,34.375,30,50,7.8125,26.5625,34.375,50,70,7.8125,26.5625,34.375,70,90,7.8125,26.5625,34.375
"id0165",NA,NA,570041.475185686,5714056.60594339,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id2872",NA,NA,570049.454514123,5712298.31490173,0,10,27.5,42.5,30,10,30,12.5,42.5,55,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1906",NA,NA,570051.453167174,5712242.33745622,0,10,20,40,40,10,30,10.375,35.275,45.65,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2873",NA,NA,570051.468942932,5713826.698554,0,10,18.8,37.6,37.6,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1907",NA,NA,570054.439014681,5710941.86181931,0,10,20,40,40,10,30,16.5,66.5,21,30,50,16.5,66.5,21,50,70,16.5,66.5,21,70,90,16.5,66.5,21
"id3328",NA,NA,570055.448421257,5711924.46559931,0,10,20,40,40,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx054",NA,NA,570055.496022002,5716713.53424079,0,10,22.825,35.275,24.9,10,30,17.1875,26.5625,18.75,30,50,12.5,25,25,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx055",NA,NA,570056.456979174,5712823.10321812,0,10,16.6,33.2,33.2,10,30,10.375,35.275,45.65,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3498",NA,NA,570062.443698841,5711727.54494559,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id3499",NA,NA,570065.462353279,5713720.7411407,0,10,7.8125,26.5625,34.375,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2874","Z","Pararendzina",570069.491866441,5716855.4768086,0,10,18.8,37.6,37.6,10,30,7.8125,26.5625,34.375,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id1908",NA,NA,570070.449352791,5712612.18814141,0,10,18.8,37.6,37.6,10,30,10.375,35.275,45.65,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx056",NA,NA,570072.452401392,5712998.0325237,0,10,22.825,35.275,24.9,10,30,10.375,35.275,45.65,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id2875",NA,NA,570073.441821418,5711974.44529005,0,10,11.75,39.95,51.7,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0166",NA,NA,570074.456172509,5713456.84747381,0,10,20,40,40,10,30,27.5,42.5,30,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"idx057",NA,NA,570078.455078207,5713505.8276808,0,10,12.5,25,25,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1909",NA,NA,570086.44004569,5712311.30933095,0,10,12.5,52.5,40,10,30,18.8,37.6,37.6,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0167",NA,NA,570086.455905489,5713907.6655395,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id2876","Q","Regosol",570086.481216126,5716461.63544738,0,10,12.5,42.5,55,10,30,7.8125,26.5625,34.375,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id3329",NA,NA,570092.443181641,5712865.08594861,0,10,18.8,37.6,37.6,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2877",NA,NA,570092.446527462,5713201.95009402,0,10,18.8,37.6,37.6,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx058",NA,NA,570098.43256921,5712035.42048407,0,10,16.6,33.2,33.2,10,30,17.1875,26.5625,18.75,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx059",NA,NA,570099.448463588,5713675.75893579,0,10,16.6,33.2,33.2,10,30,16.6,33.2,33.2,30,50,16.6,33.2,33.2,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1910",NA,NA,570109.432202092,5712435.25913705,0,10,12.5,52.5,40,10,30,18.8,37.6,37.6,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1911","D","Pelosol",570113.46951779,5716362.67502461,0,10,25.85,39.95,28.2,10,30,11.75,39.95,51.7,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id2878",NA,NA,570117.434638265,5712999.03169074,0,10,18.8,37.6,37.6,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0168","Q","Regosol",570127.469000449,5716873.46879715,0,10,20,40,40,10,30,18.8,37.6,37.6,30,50,18.8,37.6,37.6,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0169","B","Braunerde",570130.359154613,5705929.88223077,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id2879",NA,NA,570130.419770834,5712017.42746239,0,10,11.75,39.95,51.7,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx060",NA,NA,570131.363317683,5706385.69844742,0,10,12.5,25,25,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id2880",NA,NA,570138.420441246,5712403.27177562,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id0170","D","Pelosol",570141.463329698,5716862.47305087,0,10,20,40,40,10,30,12.5,42.5,55,30,50,12.5,42.5,55,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"id0171",NA,NA,570146.430810684,5713769.72055856,0,10,20,40,40,10,30,20,40,40,30,50,20,40,40,50,70,20,40,40,70,90,20,40,40
"id1912","D","Pelosol",570148.459711381,5716777.50723662,0,10,18.8,37.6,37.6,10,30,7.8125,26.5625,34.375,30,50,7.8125,26.5625,34.375,50,70,12.5,42.5,55,70,90,12.5,42.5,55
"idx061",NA,NA,570151.411112904,5711979.44260024,0,10,17.1875,26.5625,18.75,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx062",NA,NA,570153.408987123,5711844.4970097,0,10,17.1875,26.5625,18.75,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx063",NA,NA,570161.349725932,5706198.77370855,0,10,16.6,33.2,33.2,10,30,12.5,25,25,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1913","D","Pelosol",570163.450031991,5716399.65947665,0,10,25.85,39.95,28.2,10,30,11.75,39.95,51.7,30,50,10.375,35.275,45.65,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
"id3330",NA,NA,570164.414622103,5712852.09051088,0,10,20,40,40,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx064",NA,NA,570177.411849516,5713090.99402271,0,10,16.6,33.2,33.2,10,30,10.375,35.275,45.65,30,50,12.5,42.5,55,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx065",NA,NA,570178.345341959,5706425.6821517,0,10,12.5,25,25,10,30,NA,NA,NA,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"idx066",NA,NA,570178.419163488,5713871.67910232,0,10,16.6,33.2,33.2,10,30,16.6,33.2,33.2,30,50,NA,NA,NA,50,70,NA,NA,NA,70,90,NA,NA,NA
"id1915","D","Pelosol",570183.339525112,5706037.83852588,0,10,20,40,40,10,30,20,40,40,30,50,12.5,42.5,55,50,70,NA,NA,NA,70,90,NA,NA,NA
"id0172","D","Pelosol",570183.341774877,5706263.7474315,0,10,27.5,42.5,30,10,30,11.75,39.95,51.7,30,50,11.75,39.95,51.7,50,70,10.375,35.275,45.65,70,90,10.375,35.275,45.65
